"Frequency Output","Frequency Input","FCC Callsign",Agency/Category,County,Description,"Alpha Tag","PL Output Tone","PL Input Tone",Mode,"Class Station Code",Tag
153.755000,0.00000,,"University of Hawaii at Hilo",Hawaii,Security,"UH HILO HCC",,,FMN,BM,Security
153.807500,0.00000,WQGU218,"State Civil Defense VHF-High band",Statewide,"Emergency & Disaster Services Coordination","Civ Def 8075",,,FMN,M,"Emergency Ops"
153.875000,158.76000,WPML295,"Local Government Services",Maui,"Parks Department","MauiCo Parks",,,FM,RM,"Public Works"
153.972500,0.00000,WQGU218,"State Civil Defense VHF-High band",Statewide,"Emergency & Disaster Services Coordination","Civ Def 9725",,,FMN,M,"Emergency Ops"
154.062500,0.00000,WQKW813,"Local Government Services",Hawaii,"Hawaii Community College","Hawaii CC",,,NXDN,BM,Schools
154.085000,156.00000,WPLW718,"Department of Forestry and Conservation",Maui,"Dept. of Forestry and Conservation","F/C 154.085",,,FM,RM,"Public Works"
154.445000,0.00000,n/a,"Hawaii County Public Safety System",Hawaii,"Site: 010 Mount Haleakala",n/a,n/a,n/a,"Project 25",RM,TRS
154.490000,0.00000,n/a,"Kauai Island Utility Cooperative",Kauai,"Site: 001 Kekaha",n/a,n/a,n/a,DMR,RM,TRS
154.490000,0.00000,,"Businesses Retail",Statewide,"Ace Hardware (Naalehu)","Ace Naalehu",,,FMN,M,Business
154.505000,159.54000,WQVU589,"Businesses Miscellaneous",Statewide,"Kohala Eco Tours (Hawi)",KohalaEcoTrs,"465 DPL",,FMN,RM,Business
154.540000,0.00000,,"Businesses Miscellaneous",Statewide,"West Hawaii Concrete (Kona) Ch. 2","W Hi Concr 2","136.5 PL",,FMN,M,Business
154.807500,0.00000,n/a,"Hawaii County Public Safety System",Hawaii,"Site: 004 Honokaa",n/a,n/a,n/a,"Project 25",RM,TRS
154.980000,0.00000,,"Department of Land and Natural Resources Division of Conservation and Resource Enforcement (DOCARE)",Statewide,"Tactical 3","DLNR Tac 3",,,FMN,M,"Law Tac"
154.995000,154.08500,KYB912,"Hawaii, State of",Kauai,"Department of Forestry and Conservation - Ch Green",Forestry,,,FM,RM,"Law Dispatch"
154.995000,154.08500,,"Department of Land and Natural Resources Division of Conservation and Resource Enforcement (DOCARE)",Statewide,"Statewide (Green Net)","DLNR Stwd Green","103.5 PL",,FMN,RM,"Law Dispatch"
154.995000,0.00000,WQBK664,"Department of Forestry and Conservation",Maui,"Channel Green - Dispatch","F/C Dispatch",,,FM,BM,"Law Dispatch"
155.025000,0.00000,KNBV302,"Miscellaneous State Services",Maui,"State Government - Kalaupapa","SG Yellow",,,FM,BM,"Public Works"
155.025000,0.00000,KGJ212,"Hawaii, State of",Kauai,"State Government - Ch Yellow",Yellow,,,FM,BM,"Law Dispatch"
155.040000,0.00000,KNBV302,"Miscellaneous State Services",Maui,"State Government - Kalaupapa","SG Kalaupapa",,,FM,BM,"Public Works"
155.085000,156.00000,WYK653,"Hawaii, State of",Kauai,"Department of Forestry and Conservation",Forestry,,,FM,BM,"Law Dispatch"
155.085000,0.00000,,"Department of Public Safety Corrections",Statewide,"Most facilities except Waiawa","Hawaii DOC",,,FM,BM,Corrections
155.085000,0.00000,KNCC418,"Miscellaneous State Services",Maui,"Corrections Division - Wailuku","Wailuku DOC",,,FM,BM,Corrections
155.092500,0.00000,WQGU218,"State Civil Defense VHF-High band",Statewide,"Emergency & Disaster Services Coordination","Civ Def 0925",,,FMN,RM,"Emergency Ops"
155.100000,0.00000,WYK653,"Hawaii, State of",Kauai,"Public Safety",PublicSafety,,,FM,BM,"Law Talk"
155.152500,0.00000,WQGU218,"State Civil Defense VHF-High band",Statewide,"Emergency & Disaster Services Coordination","Civ Def 1525",,,FMN,RM,"Emergency Ops"
155.167500,0.00000,WQFY591,"Kauai Search and Rescue",Kauai,"Kauai SAR F1","Kauai SAR F1",,,FMN,M,EMS-Talk
155.182500,0.00000,n/a,"Hawaii County Public Safety System",Hawaii,"Site: 012 Moanuiahea",n/a,n/a,n/a,"Project 25",RM,TRS
155.212500,0.00000,n/a,"Hawaii County Public Safety System",Hawaii,"Site: 005 Hilo",n/a,n/a,n/a,"Project 25",RM,TRS
155.212500,0.00000,n/a,"Hawaii County Public Safety System",Hawaii,"Site: 002 Captain Cook",n/a,n/a,n/a,"Project 25",RM,TRS
155.227500,0.00000,n/a,"Hawaii County Public Safety System",Hawaii,"Site: 011 Kulani Cone (Volcano)",n/a,n/a,n/a,"Project 25",RM,TRS
155.287500,0.00000,WQFY591,"Kauai Search and Rescue",Kauai,"Kauai SAR F2","Kauai SAR F2",,,FMN,M,EMS-Talk
155.310000,0.00000,n/a,"Hawaii County Public Safety System",Hawaii,"Site: 010 Mount Haleakala",n/a,n/a,n/a,"Project 25",RM,TRS
155.325000,0.00000,n/a,"Hawaii County Public Safety System",Hawaii,"Site: 012 Moanuiahea",n/a,n/a,n/a,"Project 25",RM,TRS
155.362500,0.00000,n/a,"Hawaii County Public Safety System",Hawaii,"Site: 011 Kulani Cone (Volcano)",n/a,n/a,n/a,"Project 25",RM,TRS
155.377500,0.00000,n/a,"Hawaii County Public Safety System",Hawaii,"Site: 002 Captain Cook",n/a,n/a,n/a,"Project 25",RM,TRS
155.377500,0.00000,n/a,"Hawaii County Public Safety System",Hawaii,"Site: 005 Hilo",n/a,n/a,n/a,"Project 25",RM,TRS
155.400000,0.00000,n/a,"Hawaii County Public Safety System",Hawaii,"Site: 008 Kahua Ranch (Kamuela)",n/a,n/a,n/a,"Project 25",RM,TRS
155.400000,0.00000,n/a,"Hawaii County Public Safety System",Hawaii,"Site: 015 South Point",n/a,n/a,n/a,"Project 25",RM,TRS
155.452500,0.00000,n/a,"Hawaii County Public Safety System",Hawaii,"Site: 014 Papa Bay Estates (Ohia Mill)",n/a,n/a,n/a,"Project 25",RM,TRS
155.520000,0.00000,n/a,"Hawaii County Public Safety System",Hawaii,"Site: 012 Moanuiahea",n/a,n/a,n/a,"Project 25",RM,TRS
155.572500,0.00000,n/a,"Hawaii County Public Safety System",Hawaii,"Site: 005 Hilo",n/a,n/a,n/a,"Project 25",RM,TRS
155.580000,0.00000,KIU670,"Local Government Services",Maui,"County Government","Maui Co Gov",,,FM,RM,Multi-Talk
155.587500,0.00000,n/a,"Hawaii County Public Safety System",Hawaii,"Site: 002 Captain Cook",n/a,n/a,n/a,"Project 25",RM,TRS
155.587500,0.00000,n/a,"Hawaii County Public Safety System",Hawaii,"Site: 001 Pepeekeo",n/a,n/a,n/a,"Project 25",RM,TRS
155.625000,154.87500,KNDV863,"Local Government Services",Maui,"County Government","Maui Co Gov",,,FM,RM,Multi-Talk
155.625000,0.00000,n/a,"Hawaii County Public Safety System",Hawaii,"Site: 011 Kulani Cone (Volcano)",n/a,n/a,n/a,"Project 25",RM,TRS
155.677500,0.00000,n/a,"Hawaii County Public Safety System",Hawaii,"Site: 014 Papa Bay Estates (Ohia Mill)",n/a,n/a,n/a,"Project 25",RM,TRS
155.677500,0.00000,n/a,"Hawaii County Public Safety System",Hawaii,"Site: 016 Waimea",n/a,n/a,n/a,"Project 25",RM,TRS
155.715000,0.00000,KDW864,"Law Enforcement",Maui,"Channel Yellow - Civil Defense",CivilDefense,,,FM,RM,"Law Dispatch"
155.715000,0.00000,KTI87,"State Civil Defense VHF-High band",Statewide,"Statewide Civil Defense Intersystem (Yellow Net)","CD Yellow","103.5 PL",,FMN,BM,Interop
155.715000,0.00000,KGJ212,"Hawaii, State of",Kauai,"Civil Defense - Ch Yellow",CivilDefense,,,FM,BM,"Emergency Ops"
155.745000,0.00000,WPKA239,"Law Enforcement",Maui,"Small Craft Enforcement","Small Craft",,,FM,BM,"Law Dispatch"
155.760000,0.00000,KSZ480,"Airports Airport Operations",Statewide,"Airport Operations","OGG Ops",,,FMN,BM,"Law Talk"
155.760000,0.00000,WYK653,"Hawaii, State of",Kauai,"Civil Defense - Local Ops","CivDef Local",,,FM,BM,"Law Dispatch"
155.760000,0.00000,KWL379,"Airports Airport Operations",Statewide,"Operations Ch 1","KOA Ops 1",,,FMN,BM,"Public Works"
155.775000,0.00000,KQ7668,"Hawaii Public Schools",Hawaii,"Konawaena High School","Konawaena HS","103.5 PL",,FM,BM,Schools
155.775000,0.00000,,"Hawaii Public Schools",Hawaii,"Kealakehe Inter School","Kealakehe IS",,,FMN,BM,Schools
155.790000,0.00000,n/a,"Hawaii County Public Safety System",Hawaii,"Site: 015 South Point",n/a,n/a,n/a,"Project 25",RM,TRS
155.805000,0.00000,KBF748,"University of Hawaii at Hilo",Hawaii,Admin,"UH HILO ADMI",,,FMN,BM,Schools
155.820000,0.00000,,"Airports Airport Operations",Statewide,Operations,"KOA Ops",,,FMN,BM,"Public Works"
155.880000,0.00000,KBF748,"University of Hawaii at Hilo",Hawaii,Admin,"UH HILO ADMI",,,FMN,BM,Schools
155.895000,0.00000,,"Department of Land and Natural Resources Division of Conservation and Resource Enforcement (DOCARE)",Statewide,"Tactical 1","DLNR Tac 1",,,FMN,M,"Law Tac"
155.940000,0.00000,,"Hawaii Public Schools",Hawaii,"Holualoa Elementary School","Holualoa ES",,,FMN,BM,Schools
155.940000,0.00000,KB49787,"Hawaii Public Schools",Hawaii,"Konawaena Elementary School","Konawaena ES",,,FM,BM,Schools
155.940000,0.00000,WPJV401,"Law Enforcement",Maui,"Harbor Patrol - Kahului",KahuluiHarbr,,,FM,BM,"Law Dispatch"
155.955000,0.00000,n/a,"Hawaii County Public Safety System",Hawaii,"Site: 014 Papa Bay Estates (Ohia Mill)",n/a,n/a,n/a,"Project 25",RM,TRS
155.985000,0.00000,WQBK664,"Department of Forestry and Conservation",Maui,"Dept. of Forestry and Conservation","F/C 155.985",,,FM,BM,"Public Works"
155.985000,0.00000,,"Department of Land and Natural Resources Division of Conservation and Resource Enforcement (DOCARE)",Statewide,"Tactical 2","DLNR Tac 2",,,FMN,M,"Law Tac"
156.105000,0.00000,n/a,"Hawaii County Public Safety System",Hawaii,"Site: 015 South Point",n/a,n/a,n/a,"Project 25",RM,TRS
156.105000,0.00000,n/a,"Hawaii County Public Safety System",Hawaii,"Site: 016 Waimea",n/a,n/a,n/a,"Project 25",RM,TRS
156.112500,0.00000,n/a,"Hawaii County Public Safety System",Hawaii,"Site: 011 Kulani Cone (Volcano)",n/a,n/a,n/a,"Project 25",RM,TRS
156.165000,0.00000,n/a,"Hawaii County Public Safety System",Hawaii,"Site: 005 Hilo",n/a,n/a,n/a,"Project 25",RM,TRS
156.210000,0.00000,n/a,"Hawaii County Public Safety System",Hawaii,"Site: 010 Mount Haleakala",n/a,n/a,n/a,"Project 25",RM,TRS
156.425000,0.00000,,"Nawiliwili Harbor",Kauai,"Nawiliwili Yacht Club (Marine Ch. 68)",NawiliwiliYC,CSQ,,FM,BM,Business
156.600000,0.00000,,"Kahului Harbor",Maui,"Harbor Port Operations (Marine Ch. 12)","Harbor Ops",CSQ,,FMN,M,Business
156.600000,0.00000,,"Kahului Harbor",Maui,"Tug Boats (Marine Ch. 11)","Tug Boats",CSQ,,FM,M,Business
156.600000,0.00000,,"Honolulu Harbor",Honolulu,"Aloha Tower (Harbormaster; Marine Ch. 12)","Aloha Tower",CSQ,,FM,BM,"Public Works"
156.900000,0.00000,,"Nawiliwili Harbor",Kauai,"Tug Boats (Marine Ch. 18A)","Tug Boats",CSQ,,FM,BM,Business
157.050000,0.00000,,"Coast Guard",Kauai,"Sector Honolulu (Marine Ch. 21A)","USCG 21A",CSQ,,FM,BM,Federal
157.050000,0.00000,,"Coast Guard",Maui,"Sector Honolulu (Marine Ch. 21A)","USCG 21A",CSQ,,FM,BM,Federal
157.100000,0.00000,,"Coast Guard",Maui,"Public Correspondence (Marine Ch. 22A)","USCG 22A",CSQ,,FM,BM,Federal
157.100000,0.00000,,"Coast Guard",Hawaii,"Public Correspondence (Marine Ch. 22A)","USCG 22A",CSQ,,FM,BM,Federal
157.100000,0.00000,,"Coast Guard",Honolulu,"Public Correspondence (Marine Ch. 22A)","USCG 22A",CSQ,,FM,BM,Federal
157.175000,0.00000,,"Coast Guard",Honolulu,"Sector Honolulu (Marine Ch. 83A)","USCG 83A",CSQ,,FM,BM,Federal
158.160000,151.59500,KXU481,"Businesses Maui Electric Company",Statewide,"Maui Electric - Mauna Loa (Moloka'i","MEC Ops 1","CC 7|TG 5000|SL 1",,DMR,RM,Utilities
159.390000,0.00000,WNJW294,"Nature Conservancy of Hawaii",Maui,Car-to-Car,"NCH Car/Car",,,FM,M,"Public Works"
159.420000,0.00000,WNJW294,"Nature Conservancy of Hawaii",Maui,Car-to-Car,"NCH Car/Car",,,FM,M,"Public Works"
159.450000,0.00000,n/a,"Maui Electric Company",Maui,"Site: 001 Kahului",n/a,n/a,n/a,LTR,RM,TRS
159.495000,151.65500,WPZI718,"Businesses Maui Electric Company",Statewide,"Maui Electric - Pu'unianiau Mountain","MEC Ops 2","CC 7|TG 5300|SL 2",,DMR,RM,Utilities
159.525000,0.00000,n/a,"Maui Electric Company",Maui,"Site: 003 Mauna Loa",n/a,n/a,n/a,LTR,RM,TRS
159.555000,0.00000,n/a,"Maui Electric Company",Maui,"Site: 004 Waiakeakua",n/a,n/a,n/a,LTR,RM,TRS
159.555000,0.00000,WPZI718,"Businesses Maui Electric Company",Statewide,"Maui Electric - Waiakeakua (Lanai West)","MEC Ops 1","CC 7|TG 5000|SL 1",,DMR,RM,Utilities
159.570000,0.00000,n/a,"Maui Electric Company",Maui,"Site: 002 Lanai",n/a,n/a,n/a,LTR,RM,TRS
159.615000,0.00000,n/a,"Maui Electric Company",Maui,"Site: 003 Mauna Loa",n/a,n/a,n/a,LTR,RM,TRS
159.735000,0.00000,n/a,"Maui Electric Company",Maui,"Site: 005 Hana",n/a,n/a,n/a,LTR,RM,TRS
159.735000,151.58000,WPZI718,"Businesses Maui Electric Company",Statewide,"Maui Electric - Hana","MEC Ops 1","CC 7|TG 5000|SL 1",,DMR,RM,Utilities
159.810000,151.92500,WPZI718,"Businesses Maui Electric Company",Statewide,"Maui Electric - Pu'unianiau Mountain","MEC Ops 1","CC 1|TG 5000|SL 1",,DMR,RM,Utilities
159.810000,0.00000,n/a,"Maui Electric Company",Maui,"Site: 001 Kahului",n/a,n/a,n/a,LTR,RM,TRS
159.870000,151.98500,,"Businesses Maui Electric Company",Statewide,"Maui Electric - Lanai Hale Road","MEC Ops 1","CC 7|TG 5000|SL 1",,DMR,RM,Utilities
159.870000,0.00000,n/a,"Maui Electric Company",Maui,"Site: 002 Lanai",n/a,n/a,n/a,LTR,RM,TRS
159.975000,0.00000,n/a,"Maui Electric Company",Maui,"Site: 004 Waiakeakua",n/a,n/a,n/a,LTR,RM,TRS
160.140000,0.00000,n/a,"Maui Electric Company",Maui,"Site: 005 Hana",n/a,n/a,n/a,LTR,RM,TRS
160.170000,0.00000,n/a,"Maui Electric Company",Maui,"Site: 002 Lanai",n/a,n/a,n/a,LTR,RM,TRS
160.170000,0.00000,n/a,"Maui Electric Company",Maui,"Site: 001 Kahului",n/a,n/a,n/a,LTR,RM,TRS
160.170000,152.91500,WPZI718,"Businesses Maui Electric Company",Statewide,"Maui Electric - Waiakeakua (Lanai West)","MEC Ops 2","CC 7|TG 5300|SL 2",,DMR,RM,Utilities
160.215000,0.00000,WNYY965,"Businesses Attractions",Statewide,"Hawaiian Railroad Society","Hawaiian RRSOC",,,FMN,BM,Business
161.730000,0.00000,,NOAA,Honolulu,"Link to 162.550",NOAA,,,FMN,F,Federal
163.137500,0.00000,,"Coast Guard",Maui,"Ch. CG113 Sector Honolulu/Station Maui (encryption used)","CG113 Sector","293 NAC",,P25,BM,Federal
163.137500,0.00000,,"Coast Guard",Kauai,"Ch. CG113 Sector Honolulu (encryption used)","CG113 Sector","293 NAC",,P25,BM,Federal
163.137500,0.00000,,"Coast Guard",Hawaii,"Sector Honolulu and Station Hilo","USCG 163.137","293 NAC",,P25,BM,Federal
164.900000,0.00000,,"Coast Guard",Kauai,"Ch. CG118 Station Kauai (encryption used)","CG118 Kauai","293 NAC",,P25,BM,Federal
165.000000,0.00000,,"National Park Service",Maui,"Haleakala National Park (input?)","HNP 165.0","4F9 NAC",,P25,BM,Federal
165.237500,0.00000,,"Customs and Border Protection",Honolulu,CBP,"CBP 165.2375","302 NAC",,P25,RM,Federal
165.237500,0.00000,,"Customs and Border Protection",Kauai,"CBP (encryption used)","CBP 165.2375","302 NAC",,P25,RM,Federal
167.175000,0.00000,,"US Geological Survey",Hawaii,"Hawaii Volcano Observatory (HVO)","USGS HVO","293 NAC",,P25,BM,Federal
167.175000,0.00000,,"US Geological Survey",Hawaii,"Hawaii Volcano Observatory (HVO)","USGS HVO",,,FMN,BM,Federal
167.175000,0.00000,,"US Geological Survey",Hawaii,"Hawaii Volcano Observatory (HVO)","USGS HVO","294 NAC",,P25,BM,Federal
169.625000,0.00000,,"National Park Service",Hawaii,"Hawaii Volcanoes National Park Police","HVNP 169.625","526 NAC",,P25,RM,Federal
170.362500,164.16250,,"National Park Service",Hawaii,"Hawaii Volcanoes National Park","HVNP 170.362","526 NAC",,P25,RM,Federal
170.550000,0.00000,,"Airports Federal",Statewide,"Customs and Border Protection - Cargo","CBP HNL Cargo","1FE NAC",,P25,BM,Federal
171.325000,0.00000,,"Customs and Border Protection",Hawaii,"Operations: Linked to Honolulu International Airport","CBP Hilo","301 NAC",,P25,RM,Federal
172.150000,0.00000,,"Airports Federal",Statewide,Operations,"KOA TSA 172.15",,,FMN,BM,Federal
172.150000,0.00000,,"Airports Airport Operations",Statewide,"TSA - Low Power Handhelds (Voice Inversion)",TSA,"131.8 PL",,FMN,M,Federal
172.150000,0.00000,,"Airports Federal",Statewide,"TSA Ops","ITO TSA","001 NAC",,P25,BM,Federal
172.400000,0.00000,,"National Park Service",Maui,"Haleakala National Park","Haleakala NP","4F9 NAC",,P25,RM,Federal
172.900000,0.00000,,"Airports Federal",Statewide,"Transportation Security Administration","OGG TSA","001 NAC",,P25,RM,Federal
172.900000,169.30000,,"Airports Federal",Statewide,Operations,"KOA TSA 172.9","082 NAC",,P25,RM,Federal
172.900000,169.30000,,"Airports Airport Operations",Statewide,"Transportation Security Administration",TSA,"001 NAC",,P25,RM,Federal
173.825000,170.35000,,"National Park Service",Hawaii,"Hawaii Volcanoes National Park Rangers","HVNP 173.825","526 NAC",,P25,RM,Federal
225.400000,0.00000,,"Airports Air Traffic Control (HCF Center)",Statewide,"Approach/Departure South UHF","OGG App/Dep S U",,,AM,,Aircraft
234.800000,0.00000,,"Airports Air Traffic Control",Statewide,"Hickem Ramp Advisory","Hickem Ramp ",CSQ,,AM,BM,Aircraft
236.600000,0.00000,,"Airports Airfield Operations",Statewide,"Tower UHF","BSF Tower UHF",,,AM,BM,Aircraft
239.050000,0.00000,,"Airports Air Traffic Control",Statewide,"Class B","Class B",CSQ,,AM,BM,Aircraft
254.300000,0.00000,,"Airports Airfield Operations",Statewide,"Tower UHF","KOA Tower UHF",,,AM,BM,Aircraft
254.400000,0.00000,,"Airports Base Operations",Statewide,"Advisory Ramp UHF","HIK Adv Ramp UHF",,,AM,,Military
263.100000,0.00000,,"Airports Airfield Operations",Statewide,"Tower UHF","ITO Tower UHF",,,AM,BM,Aircraft
263.500000,0.00000,,"Airports Air Traffic Control",Statewide,"Approach/Departure UHF (Kaneohe)","NGF App/Dep UHF",,,AM,,Aircraft
266.675000,0.00000,,"Airports Airfield Operations",Statewide,"Ground UHF","BSF Ground UHF",,,AM,BM,Aircraft
269.000000,0.00000,,"Airports Air Traffic Control",Statewide,Departure,Departure,CSQ,,AM,BM,Aircraft
269.200000,0.00000,,"Airports Air Traffic Control",Statewide,"Approach/Departure UHF","ITO App/Dep UHF",,,AM,BM,Aircraft
269.400000,0.00000,,"Airports Airport ATC",Statewide,"Approach / Departure","App / Dep",,,AM,BM,Aircraft
269.400000,0.00000,,"Airports Air Traffic Control",Statewide,"Approach/Departure UHF","LIH App/Dep UHF",,,AM,,Aircraft
278.300000,0.00000,,"Airports Air Traffic Control (HCF Center)",Statewide,"Approach/Departure UHF","HNM App/Dep UHF",,,AM,,Aircraft
278.300000,0.00000,,"Airports Air Traffic Control (HCF Center)",Statewide,"Approach/Departure UHF","BSF App/Dep UHF",,,AM,BM,Aircraft
278.300000,0.00000,,"Airports Air Traffic Control (HCF Center)",Statewide,"Approach/Departure UHF","KOA App/Dep UHF",,,AM,BM,Aircraft
284.500000,0.00000,,"Airports Airfield Operations",Statewide,ATIS,"NGF ATIS",,,AM,,Aircraft
284.600000,0.00000,,"Airports Air Traffic Control",Statewide,"Approach/Departure UHF (HCF)","ITO App/Dep UHF",,,AM,BM,Aircraft
290.500000,0.00000,,"Airports Airfield Operations",Statewide,"Clearance Delivery UHF","OGG CD UHF",,,AM,,Aircraft
292.500000,0.00000,,"Airports Base Operations",Statewide,"Command Post UHF","HIK CP UHF",,,AM,,Military
292.500000,0.00000,,"Airports Air Traffic Control",Statewide,"COMD Post","COMD Post",CSQ,,AM,BM,Aircraft
293.225000,0.00000,,"Airports Airfield Operations",Statewide,"ATIS UHF","BSF ATIS UHF",,,AM,B,Aircraft
293.700000,0.00000,,"Airports Air Traffic Control",Statewide,ANG-OPNS,ANG-OPNS,CSQ,,AM,BM,Aircraft
294.700000,0.00000,,"Airports Airfield Operations",Statewide,"Clearance Delivery","NGF CD",,,AM,,Aircraft
307.200000,0.00000,,"Airports Base Operations",Statewide,"Pilot to Dispatcher","NGF PTD",,,AM,,Military
311.000000,0.00000,,"Airports Air Traffic Control",Statewide,SAC-OPNS,SAC-OPNS,CSQ,,AM,BM,Aircraft
317.500000,0.00000,,"Airports Air Traffic Control",Statewide,"Approach/Departure UHF (HCF Center)","NGF App/Dep UHF",,,AM,,Aircraft
317.500000,0.00000,,"Airports Air Traffic Control (HCF Center)",Statewide,"Approach/Departure UHF","MKK App/Dep UHF",,,AM,,Aircraft
317.600000,0.00000,,"Airports Air Traffic Control",Statewide,"Class B","Class B",CSQ,,AM,BM,Aircraft
317.600000,0.00000,,"Airports Air Traffic Control",Statewide,Departure,Departure,CSQ,,AM,BM,Aircraft
322.400000,0.00000,,"Airports Air Traffic Control (HCF Center)",Statewide,"Approach/Departure North UHF","OGG App/Dep N U",,,AM,,Aircraft
322.850000,0.00000,,"Airports Airport ATC",Statewide,"Range Outrider","Range ",,,AM,BM,Military
323.000000,0.00000,,"Airports Air Traffic Control",Statewide,"Approach/Departure UHF (HCF)","ITO App/Dep UHF",,,AM,BM,Aircraft
336.400000,0.00000,,"Airports Airfield Operations",Statewide,"Ground UHF","JRF Ground UHF",,,AM,,Aircraft
338.200000,0.00000,,"Airports Air Traffic Control",Statewide,Departure,Departure,CSQ,,AM,BM,Aircraft
340.200000,0.00000,,"Airports Airfield Operations",Statewide,"Tower UHF","JRF Tower UHF",,,AM,,Aircraft
340.200000,0.00000,,"Airports Airport ATC",Statewide,Ground,Ground,,,AM,BM,Aircraft
342.600000,0.00000,,"Airports Airfield Operations",Statewide,"Tower UHF","NGF Tower UHF1",,,AM,,Aircraft
344.600000,0.00000,,"Airports Base Operations",Statewide,PMSV,"NGF PMSV",,,AM,,Military
349.400000,0.00000,,"Airports Base Operations",Statewide,"Shaka Ops UHF","HIK ShakaOps UHF",,,AM,,Military
360.200000,0.00000,,"Airports Airport ATC",Statewide,Tower,"Tower UHF",,,AM,BM,Aircraft
360.200000,0.00000,,"Airports Airfield Operations",Statewide,"Tower UHF","NGF Tower UHF2",,,AM,,Aircraft
380.500000,0.00000,,"Airports Airfield Operations",Statewide,"Clearance Delivery UHF","JRF CD UHF",,,AM,,Aircraft
382.800000,0.00000,,"Airports Airfield Operations",Statewide,"Ground UHF","NGF Ground",,,AM,,Aircraft
386.025000,0.00000,n/a,"Military P25 Honolulu",Honolulu,"Site: 003 Site 103",n/a,n/a,n/a,"Project 25",RM,TRS
386.025000,0.00000,n/a,"Military P25 Honolulu",Honolulu,"Site: 001 Site 101",n/a,n/a,n/a,"Project 25",RM,TRS
386.237500,0.00000,n/a,"Military P25 Honolulu",Honolulu,"Site: 003 Site 103",n/a,n/a,n/a,"Project 25",RM,TRS
386.375000,0.00000,n/a,"Pacific Mobile Emergency Radio System (PACMERS)",UNKNOWN,"Site: 011 Site 11",n/a,n/a,n/a,"Project 25",RM,TRS
386.387500,0.00000,n/a,"Pacific Mobile Emergency Radio System (PACMERS)",UNKNOWN,"Site: 031 Site 31",n/a,n/a,n/a,"Project 25",RM,TRS
386.475000,0.00000,n/a,"Military P25 Honolulu",Honolulu,"Site: 003 Site 103",n/a,n/a,n/a,"Project 25",RM,TRS
386.687500,0.00000,n/a,"Military P25 Honolulu",Honolulu,"Site: 002 Site 102",n/a,n/a,n/a,"Project 25",RM,TRS
386.687500,0.00000,n/a,"Military P25 Honolulu",Honolulu,"Site: 003 Site 103",n/a,n/a,n/a,"Project 25",RM,TRS
386.687500,0.00000,n/a,"Pacific Mobile Emergency Radio System (PACMERS)",UNKNOWN,"Site: 031 Site 31",n/a,n/a,n/a,"Project 25",RM,TRS
386.925000,0.00000,n/a,"Military P25 Honolulu",Honolulu,"Site: 003 Site 103",n/a,n/a,n/a,"Project 25",RM,TRS
388.162500,0.00000,n/a,"Military P25 Honolulu",Honolulu,"Site: 003 Site 103",n/a,n/a,n/a,"Project 25",RM,TRS
388.375000,0.00000,n/a,"Military P25 Honolulu",Honolulu,"Site: 003 Site 103",n/a,n/a,n/a,"Project 25",RM,TRS
388.612500,0.00000,n/a,"Military P25 Honolulu",Honolulu,"Site: 003 Site 103",n/a,n/a,n/a,"Project 25",RM,TRS
388.612500,0.00000,n/a,"Pacific Mobile Emergency Radio System (PACMERS)",UNKNOWN,"Site: 031 Site 31",n/a,n/a,n/a,"Project 25",RM,TRS
406.112500,0.00000,n/a,"Pacific Mobile Emergency Radio System (PACMERS) 2CF",Honolulu,"Site: 007 Scholfield Barracks",n/a,n/a,n/a,"Project 25",RM,TRS
406.150000,0.00000,n/a,"Pacific Mobile Emergency Radio System (PACMERS) 2CF",Honolulu,"Site: 005 Fort Shafter",n/a,n/a,n/a,"Project 25",RM,TRS
406.162500,0.00000,n/a,"Pacific Mobile Emergency Radio System (PACMERS)",UNKNOWN,"Site: 032 Site 32",n/a,n/a,n/a,"Project 25",RM,TRS
406.162500,0.00000,n/a,"Pacific Mobile Emergency Radio System (PACMERS)",UNKNOWN,"Site: 012 Site 12",n/a,n/a,n/a,"Project 25",RM,TRS
406.237500,0.00000,n/a,"Pacific Mobile Emergency Radio System (PACMERS)",Maui,"Site: 009 Maui - Kahului",n/a,n/a,n/a,"Project 25",RM,TRS
406.237500,0.00000,n/a,"Pacific Mobile Emergency Radio System (PACMERS)",Honolulu,"Site: 024 Kane'ohe Marine Corps Base",n/a,n/a,n/a,"Project 25",RM,TRS
406.237500,0.00000,n/a,"Pacific Mobile Emergency Radio System (PACMERS) 2CF",Honolulu,"Site: 002 Marine Corps Base Hawaii",n/a,n/a,n/a,"Project 25",RM,TRS
406.287500,0.00000,n/a,"Pacific Mobile Emergency Radio System (PACMERS) 2CF",Honolulu,"Site: 007 Scholfield Barracks",n/a,n/a,n/a,"Project 25",RM,TRS
406.362500,0.00000,n/a,"Pacific Mobile Emergency Radio System (PACMERS)",UNKNOWN,"Site: 027 Site 27",n/a,n/a,n/a,"Project 25",RM,TRS
406.362500,0.00000,n/a,"Pacific Mobile Emergency Radio System (PACMERS)",UNKNOWN,"Site: 026 Site 26",n/a,n/a,n/a,"Project 25",RM,TRS
406.362500,0.00000,n/a,"Pacific Mobile Emergency Radio System (PACMERS) 2CF",Honolulu,"Site: 003 Site 3",n/a,n/a,n/a,"Project 25",RM,TRS
